inst_id,name,city,district,org_type,inst_kind,address,phone,website,approved_capacity,enrolled,staff_count,teacher_count,status,child_service,data_sources
KBFEEFCC33E,新北市板橋區板橋國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,文化路一段23號,(02)29686834#860,http://tw.class.uschoolnet.com/class/?csid=css000000153402,180,,,,,無,官方主檔
K9CF3AB3ACE,新北市板橋區江翠國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,文化路二段413號,(02)22506374,https://www.ctes.ntpc.edu.tw/p/426-1000-22.php,152,,,,,無,官方主檔
K6FB70CA073,新北市板橋區沙崙國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,篤行路二段132號,(02)26812764#851,http://tw.myblog.yahoo.com/sharon_preschool,196,,,,,無,官方主檔
KA00B678BFA,新北市板橋區海山國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,漢生東路280號,(02)29545725#545,http://www.hsps.ntpc.edu.tw/kindergarten.htm,90,,,,,無,官方主檔
K4E84EC3CF2,新北市板橋區溪洲國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,金門街289號,(02)26867705#83,http://sips015.blogspot.com/,120,,,,,無,官方主檔
K9D3314DC96,新北市板橋區莒光國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,莒光路163號,(02)82597020,http://www.jges.ntpc.edu.tw/,120,,,,,無,官方主檔
KCF9A1231D9,新北市板橋區重慶國民小學附設幼兒園,新北市,板橋區,公立,國小附設幼兒園,廣和街31號,(02)29565592#501,http://www.cges.ntpc.edu.tw/,76,,,,,無,官方主檔
K557631E383,新北市柏翠非營利幼兒園(委託財團法人心路社會福利基金會辦理),新北市,板橋區,非營利,獨立幼兒園,華江一路150號,(02)22565058,,166,155,21,14,,無,官方主檔＋決算報告
KB835452355,新北市永翠非營利幼兒園(委託社團法人新北市多元教育協會辦理),新北市,板橋區,非營利,獨立幼兒園,香社一路56號,(02)29683356,https://www.facebook.com/yongcui114/,166,,,,,無,官方主檔
K55CE3E3870,新北市私立三元幼兒園,新北市,板橋區,私立,獨立幼兒園,民生路三段10號3樓,(02)82533120,,69,,,,,無,官方主檔
K9431D5B76F,新北市私立亞特幼兒園,新北市,板橋區,私立,獨立幼兒園,國光路53號1樓,(02)29687719,,29,,,,,無,官方主檔
KA1774C5940,新北市私立偉仁幼兒園,新北市,板橋區,私立,獨立幼兒園,江寧路三段85巷10號、12號及14號1樓,(02)22520645,,70,,,,,無,官方主檔
K12AF030824,新北市私立優兒幼兒園,新北市,板橋區,私立,獨立幼兒園,成都街103號1樓,(02)29627559,,29,,,,,無,官方主檔
KC0EC154EDA,新北市私立優貝兒幼兒園,新北市,板橋區,私立,獨立幼兒園,三民路二段正隆巷61號、63號及65號1樓,(02)66377989,http://www.urbaby.com.tw/,50,,,,,無,官方主檔
K280ECFEE50,新北市私立光星幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路一段188巷26號,(02)22570779,,60,,,,,無,官方主檔
K3CFAD92B70,新北市私立全能愛彌兒板橋幼兒園,新北市,板橋區,私立,獨立幼兒園,中山路二段89巷6弄9號1樓及2樓、永豐街43號3樓,(02)29541585,,56,,,,,無,官方主檔
K682E4D4253,新北市私立全能愛彌兒板橋幼兒園永豐分班,新北市,板橋區,私立,獨立幼兒園,永豐街43號1樓及2樓、43之1號1樓、41號1樓,(02)29541585,,45,,,,,無,官方主檔
KDC94887047,新北市私立凱思莉幼兒園,新北市,板橋區,私立,獨立幼兒園,文聖街137號1樓、夾層、b1,(02)82521364,,28,,,,,無,官方主檔
KDC6DC43607,新北市私立卡爾威特幼兒園,新北市,板橋區,私立,獨立幼兒園,板新路101號2樓,(02)89518905,http://tw.myblog.yahoo.com/gymbaby-blog,130,,,,,無,官方主檔
KAE06BD146C,新北市私立卡爾斯登幼兒園,新北市,板橋區,私立,獨立幼兒園,莊敬路42號1樓、2樓及3樓,(02)82532319,,60,,,,,無,官方主檔
K577B987786,新北市私立古典幼兒園,新北市,板橋區,私立,獨立幼兒園,雙十路三段12號2樓,(02)82570020,,43,,,,,無,官方主檔
K1B43B6E372,新北市私立台大幼兒園,新北市,板橋區,私立,獨立幼兒園,僑中一街80巷7弄1號1樓、1之1號2樓,(02)29691212,K200021@kidmail.tpc.edu.tw,60,,,,,無,官方主檔
KA6DDFAFE52,新北市私立吉智幼兒園,新北市,板橋區,私立,獨立幼兒園,存德街20號1樓、2樓、3樓、存德街20之1號1樓及2樓,(02)26822201,,158,,,,,無,官方主檔
K5FD9026C34,新北市私立吉的堡南雅幼兒園,新北市,板橋區,私立,獨立幼兒園,南雅南路一段40號2樓、2樓之1及3樓,(02)22711199,,102,,,,,無,官方主檔
K34376407EF,新北市私立和平幼兒園,新北市,板橋區,私立,獨立幼兒園,民權路202巷17弄70號,(02)29671237,,180,,,,,無,官方主檔
KFB40BD770B,新北市私立喬一幼兒園,新北市,板橋區,私立,獨立幼兒園,三民路一段120號2樓、122號2樓及126號2樓,(02)89513738,,100,,,,,無,官方主檔
K7109350D08,新北市私立喬幼光明幼兒園,新北市,板橋區,私立,獨立幼兒園,光明街68號1樓、68之1號2樓,(02)29637600,,93,,,,,無,官方主檔
K3522FCE797,新北市私立喬幼幼兒園,新北市,板橋區,私立,獨立幼兒園,光明街72號、72之1號、74號、74之1號,(02)29637600,,80,,,,,無,官方主檔
K9C0E94470C,新北市私立喬心幼兒園,新北市,板橋區,私立,獨立幼兒園,龍泉街55巷38弄2號2樓及3樓、55巷36號1樓及2樓,(02)22557988,,98,,,,,無,官方主檔
KF757CAACF6,新北市私立喬治亞幼兒園,新北市,板橋區,私立,獨立幼兒園,莒光路135之1號1樓、135號1樓、137號1樓、139號1樓、135號2樓及137號2樓,(02)22599752,,90,,,,,無,官方主檔
K78998EEF90,新北市私立嘉盛幼兒園,新北市,板橋區,私立,獨立幼兒園,實踐路76號2樓、3樓,(02)89533958,,84,,,,,無,官方主檔
KEB9B7DB0B5,新北市私立嘉穎幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路二段92號1樓、92號2樓、92之1號1樓,(02)22590745,,190,,,,,無,官方主檔
KFA7116299F,新北市私立國儷幼兒園,新北市,板橋區,私立,獨立幼兒園,三民路二段245巷62號1樓、2樓及3樓,(02)29540804,http://kuoli.topschool.com.tw,220,,,,,有，人數：30,官方主檔
KC8E2B4DA73,新北市私立圓心坊幼兒園,新北市,板橋區,私立,獨立幼兒園,大同街57號1樓,(02)82523737,http://blog.sina.com.tw/mickey82523737/,30,,,,,無,官方主檔
KDCFB08AEF4,新北市私立培揚幼兒園,新北市,板橋區,私立,獨立幼兒園,貴興路62、64號1樓,(02)29535289,,38,,,,,無,官方主檔
KD88FE118B4,新北市私立大同幼兒園,新北市,板橋區,私立,獨立幼兒園,自由路26巷24號及26號1樓,(02)22556104,,66,,,,,無,官方主檔
K2A046D198C,新北市私立大安幼兒園,新北市,板橋區,私立,獨立幼兒園,大觀路二段59巷29號1樓,(02)22752451,http://apple36.com.tw/Daan,90,,,,,無,官方主檔
KBF5A24D339,新北市私立大恩幼兒園,新北市,板橋區,私立,獨立幼兒園,介壽街23號及25號1樓,(02)22585685,,42,,,,,無,官方主檔
K3A6C5833C7,新北市私立大業幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路278巷17號1樓,(02)29555614,,40,,,,,無,官方主檔
K571488907B,新北市私立大自然幼兒園,新北市,板橋區,私立,獨立幼兒園,忠孝路48巷2弄8號1樓,(02)29530831,,49,,,,,有，人數：6,官方主檔
KDD92EB2D16,新北市私立天愛幼兒園,新北市,板橋區,私立,獨立幼兒園,光明街120號1樓及2樓,(02)29598517,http://tianai.woby.tw,77,,,,,無,官方主檔
K60D5DAB4A1,新北市私立天藍幼兒園,新北市,板橋區,私立,獨立幼兒園,僑中一街124巷3弄16號1樓,(02)29692577,,60,,,,,無,官方主檔
K0B2F001018,新北市私立寶貝世界幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路332號2樓,(02)29601100,,100,,,,,,官方主檔
KA8950905BB,新北市私立寶貝媽咪幼兒園,新北市,板橋區,私立,獨立幼兒園,莊敬路46號2樓之2,(02)82529955,,60,,,,,無,官方主檔
KF19E7D35A7,新北市私立寶貝媽咪資優幼兒園,新北市,板橋區,私立,獨立幼兒園,莊敬路46號2樓之3,(02)82529955#31,,74,,,,,無,官方主檔
K7CA92835C4,新北市私立小奈米幼兒園,新北市,板橋區,私立,獨立幼兒園,四川路2段23之1、23之2、25之1、25之2號2、3樓,(02)89664504,,95,,,,,無,官方主檔
K08DCC0E66E,新北市私立小康幼兒園,新北市,板橋區,私立,獨立幼兒園,長安街138巷7弄36、38號1、2樓,(02)29512112,shirley.blogkids.net,48,,,,,無,官方主檔
K976A4272F0,新北市私立山姆叔叔板橋幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路二段348號1樓、2樓及3樓,(02)82513898,http://i-web61.vipcase.net/html/front/bin/home.phtml,40,,,,,無,官方主檔
K3178125005,新北市私立巧可麗巧宇幼兒園,新北市,板橋區,私立,獨立幼兒園,文聖街73號2樓,(02)22545050,,180,,,,,無,官方主檔
K3452882B4D,新北市私立布查花園幼兒園,新北市,板橋區,私立,獨立幼兒園,樂群路38、40號1樓及夾層,(02)29688911,,180,,,,,無,官方主檔
K75E07801E5,新北市私立幸福幼兒園,新北市,板橋區,私立,獨立幼兒園,幸福路32巷2弄2號1樓、4號1樓,(02)22566301,,65,,,,,無,官方主檔
K5C16AA5A2D,新北市私立幼暉幼兒園,新北市,板橋區,私立,獨立幼兒園,民族路289巷2號1樓,(02)29621247,http://yu-hui.topschool.com.tw/,46,,,,,無,官方主檔
K92FF7CE8ED,新北市私立幼祥幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路360巷45、47、49號1樓,(02)29667509,http://youshine.topschool.com.tw,84,,,,,無,官方主檔
K86D95E6648,新北市私立幼菁幼兒園,新北市,板橋區,私立,獨立幼兒園,莒光路196巷28號及180巷40號,(02)22538670,,70,,,,,無,官方主檔
K91741FFF27,新北市私立幼華幼兒園,新北市,板橋區,私立,獨立幼兒園,大仁街68號,(02)22720200,http://sunflower.blogkids.net/,39,,,,,無,官方主檔
K285B142ADE,新北市私立康園幼兒園,新北市,板橋區,私立,獨立幼兒園,文聖街89巷17號2樓、19號3樓,(02)82586586,,58,,,,,無,官方主檔
K954E045544,新北市私立彬彬幼兒園,新北市,板橋區,私立,獨立幼兒園,館前西路160巷2號1樓及2樓,(02)29684216,http://tw.myblog.yahoo.com/binbin_k2008,150,,,,,無,官方主檔
KF648DFD762,新北市私立心世紀幼兒園,新北市,板橋區,私立,獨立幼兒園,雙十路二段213號3樓,(02)82512771,http://www.yourwants.com.tw,59,,,,,無,官方主檔
KD2CDF46062,新北市私立心耶魯幼兒園,新北市,板橋區,私立,獨立幼兒園,文聖街149巷6號1樓,(02)22520462,,38,,,,,無,官方主檔
KBC44A0178F,新北市私立忠孝幼兒園,新北市,板橋區,私立,獨立幼兒園,忠孝路忠義巷19弄9、11號,(02)29621696,,60,,,,,無,官方主檔
K61383869E3,新北市私立忠山幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路275巷62弄1、3、5號1樓,(02)29676813,,57,,,,,無,官方主檔
K84DA748503,新北市私立恬馨幼兒園,新北市,板橋區,私立,獨立幼兒園,篤行路二段67巷5號1樓、77巷3號1樓及2樓,(02)26828878,http://tyanshin.topschool.com.tw/,120,,,,,有，人數：14,官方主檔
K22225593FA,新北市私立悅嘉幼兒園,新北市,板橋區,私立,獨立幼兒園,雙十路二段149號2樓,(02)82586747,www.yueh-chia.idv.tw,74,,,,,無,官方主檔
KD9D74AC367,新北市私立悅欣幼兒園,新北市,板橋區,私立,獨立幼兒園,東門街30之2號1樓之60、61、62、63,(02)29602160,,42,,,,,無,官方主檔
K40760EBB94,新北市私立悅淨幼兒園,新北市,板橋區,私立,獨立幼兒園,東門街30之2號1樓之66、67、68、69,(02)89681060,,32,,,,,無,官方主檔
KCCE18FEAAD,新北市私立愛唯兒幼兒園,新北市,板橋區,私立,獨立幼兒園,大同街50巷18號1、2、3樓,(02)82512888,http://www.lovewill.com.tw,180,,,,,無,官方主檔
KD5D2B67D50,新北市私立愛森堡幼兒園,新北市,板橋區,私立,獨立幼兒園,永豐街59號1樓、2樓及3樓,(02)29638510,,75,,,,,無,官方主檔
K5F8A5D67F9,新北市私立愷僑幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路207號1樓及2樓,(02)29614011,,39,,,,,有，人數：10,官方主檔
K701701A723,新北市私立慈惠幼兒園,新北市,板橋區,私立,獨立幼兒園,民權路202巷22號1樓,(02)29651688,apple36.com.tw/tzu.hui,60,,,,,無,官方主檔
K09D5E8D9DE,新北市私立慧晟幼兒園,新北市,板橋區,私立,獨立幼兒園,永豐街123號1樓、123之1號2樓及123之2號3樓,(02)29513571,,45,,,,,無,官方主檔
K63C3AB5C22,新北市私立文堡幼兒園,新北市,板橋區,私立,獨立幼兒園,永豐街122號1樓、120巷1號1樓、120巷3號1樓及120巷5號1樓、2樓、3樓,(02)29632550,http://cok.urb.com.tw,170,,,,,無,官方主檔
K7D1B0B1AF5,新北市私立文聖幼兒園,新北市,板橋區,私立,獨立幼兒園,雙十路3段10巷1弄8號1樓,(02)82584958,,45,,,,,無,官方主檔
K3838815355,新北市私立新雙成幼兒園,新北市,板橋區,私立,獨立幼兒園,萬板路190號1樓及1樓之1,(02)22575107,,50,,,,,無,官方主檔
K5D5E659C71,新北市私立晨暘幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路一段270巷3弄3、5、7、9號1、2樓,(02)22587399,,140,,,,,無,官方主檔
KE196F03BC1,新北市私立智翔幼兒園,新北市,板橋區,私立,獨立幼兒園,陽明街134號及136號1樓、2樓,(02)22596441,,50,,,,,無,官方主檔
KB412F4F4C0,新北市私立板橋大華幼兒園,新北市,板橋區,私立,獨立幼兒園,三民路一段1巷24號、26號及32號,(02)29589140,www.early.com.tw,60,,,,,無,官方主檔
KFD345B0A8C,新北市私立板橋天翔幼兒園,新北市,板橋區,私立,獨立幼兒園,南雅西路二段253之1號1樓及2樓,(02)29664630,http://tianshiang2.urb.com.tw/,60,,,,,無,官方主檔
KCE35B0B096,新北市私立板橋育安幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路二段548巷29號1樓及2樓,(02)22553493,,54,,,,,無,官方主檔
KC7A0D2EF20,新北市私立欣勵德幼兒園,新北市,板橋區,私立,獨立幼兒園,篤行路二段161巷18號1樓,(02)26878741,,28,,,,,無,官方主檔
KFB1CE048B3,新北市私立正隆幼兒園,新北市,板橋區,私立,獨立幼兒園,三民路二段204之17號及204之18號1樓,(02)29594837,,50,,,,,無,官方主檔
KD13A594516,新北市私立永錡板橋幼兒園,新北市,板橋區,私立,獨立幼兒園,金門街358巷14號1樓、358巷16號1樓及2樓、372巷32號1樓及2樓、372巷34號1樓及2樓,(02)26758622,,135,,,,,無,官方主檔
K409F5EAFB6,新北市私立江翠幼兒園,新北市,板橋區,私立,獨立幼兒園,宏國路78號及80號1樓,(02)22565100,htt://yoyokids.ebc.net.tw/kidsMaster.htm?kd=ETY092,100,,,,,無,官方主檔
K0083870ACC,新北市私立溫馨幼兒園,新北市,板橋區,私立,獨立幼兒園,裕民街128巷3號1樓及夾層、5號1樓及夾層,(02)22574311,,60,,,,,無,官方主檔
K32F807E0CE,新北市私立漂亮寶貝幼兒園,新北市,板橋區,私立,獨立幼兒園,金門街215巷21號、25號及29號,(02)26876767,,77,,,,,無,官方主檔
K459294B211,新北市私立漢東幼兒園,新北市,板橋區,私立,獨立幼兒園,漢生東路175號1樓及2樓,(02)89521219,,130,,,,,無,官方主檔
KD1D3498C70,新北市私立漢林堡幼兒園,新北市,板橋區,私立,獨立幼兒園,光正街12-1號,(02)29683688,hlb.pckids.com.tw,34,,,,,無,官方主檔
K434D732839,新北市私立班尼迪克幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路245巷15號1樓、2樓及3樓,(02)89520738,http://www.beneschool.com.tw,60,,,,,無,官方主檔
K2B23DBDC56,新北市私立生活村幼兒園,新北市,板橋區,私立,獨立幼兒園,漢生東路350號地下1層、2樓及3樓,(02)29646599,,50,,,,,無,官方主檔
K2CE8DF3544,新北市私立田園幼兒園,新北市,板橋區,私立,獨立幼兒園,信義路279巷19-2號、19-3號,(02)29542929,,60,,,,,無,官方主檔
KC3B4905E61,新北市私立發現小熊森林幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路二段182巷1弄12號3樓之1,(02)22548040,,29,,,,,無,官方主檔
K267F86BC8A,新北市私立皇家貴族幼兒園,新北市,板橋區,私立,獨立幼兒園,金門街215巷10號、14號,(02)86871357,,52,,,,,無,官方主檔
K9680AFE6E1,新北市私立福音幼兒園,新北市,板橋區,私立,獨立幼兒園,民族路8號2樓,(02)29518767,,60,,,,,,官方主檔
K9400C944E3,新北市私立科見板橋幼兒園,新北市,板橋區,私立,獨立幼兒園,中山路一段69號2樓及3樓,(02)89517548,,138,,,,,無,官方主檔
K616235F5A0,新北市私立立信幼兒園,新北市,板橋區,私立,獨立幼兒園,國泰街75巷49、51、53號1樓,(02)29527172,,57,,,,,有，人數：19,官方主檔
KD681F17D65,新北市私立立聖幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路230號1、2、3樓,(02)89698680,listen.kin@gmaiI.com,120,,,,,無,官方主檔
KE488643585,新北市私立童心幼兒園,新北市,板橋區,私立,獨立幼兒園,文化路一段188巷30號1樓,(02)22590779,,41,,,,,有，人數：3,官方主檔
KB67C7A251E,新北市私立童苑幼兒園,新北市,板橋區,私立,獨立幼兒園,南雅南路二段144巷57號1、2樓,(02)89666002,ton-yuan.topschool.tw/,38,,,,,無,官方主檔
K77838E0E97,新北市私立精緻之家幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路91巷12號及14號1樓、2樓,(02)29598787,http://www.cycschool.com.tw,34,,,,,無,官方主檔
K10268A722C,新北市私立緹家寶幼兒園,新北市,板橋區,私立,獨立幼兒園,新海路416號1、2、3樓,(02)22512872,tjb.kidz.com.tw,68,,,,,有，人數：8,官方主檔
KD92D8C5A2A,新北市私立聖路易幼兒園,新北市,板橋區,私立,獨立幼兒園,南雅南路二段156號1樓、144巷5號1樓、144巷7號1樓、144巷3號2樓之3、144巷3號2樓之4,(02)89666917,http://stlouis.topschool.com.tw/,94,,,,,無,官方主檔
KC96336634F,新北市私立育太幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路223巷7號1樓、2樓及3樓,(02)89538511,yutaikindergarten.weebly.com,178,,,,,無,官方主檔
KB1C063FA70,新北市私立育樂幼兒園,新北市,板橋區,私立,獨立幼兒園,民權路260巷1弄14、16號1樓,(02)29653936,,90,,,,,無,官方主檔
K464DD7BAD8,新北市私立育群幼兒園,新北市,板橋區,私立,獨立幼兒園,金華街10巷102號及10巷104號1樓,(02)29683289,yu-chin.blogkids.net,66,,,,,無,官方主檔
K2F73C882A1,新北市私立致理幼兒園,新北市,板橋區,私立,獨立幼兒園,介壽街80號,(02)22573270#28,,56,,,,,無,官方主檔
K307023BF4D,新北市私立興名陽幼兒園,新北市,板橋區,私立,獨立幼兒園,僑中二街102巷37號1樓及2樓,(02)29606016,,66,,,,,無,官方主檔
K49649583B4,新北市私立艾法薇爾幼兒園,新北市,板橋區,私立,獨立幼兒園,雙十路二段85號1樓及87號1樓、87號2樓,(02)82511545,,218,,,,,無,官方主檔
KBA8AF40594,新北市私立艾法貝爾幼兒園,新北市,板橋區,私立,獨立幼兒園,區運路43號,(02)29588860,,120,,,,,無,官方主檔
K39DE4E2A11,新北市私立艾維恩四維幼兒園,新北市,板橋區,私立,獨立幼兒園,四維路257號2樓,(02)82586899,,61,,,,,有，人數：11,官方主檔
K6F72C9C8E1,新北市私立芯宇幼兒園,新北市,板橋區,私立,獨立幼兒園,篤行路三段玉平巷101號1樓,(02)26758864,,40,,,,,無,官方主檔
K07FE0DFFD8,新北市私立若仁幼兒園,新北市,板橋區,私立,獨立幼兒園,莊敬路46號3樓,(02)22576817,http://ruoren.topschool.com.tw,270,,,,,無,官方主檔
KF579600166,新北市私立茁壯園板橋幼兒園,新北市,板橋區,私立,獨立幼兒園,民族路87號2樓,(02)29515202,,50,,,,,無,官方主檔
K02579FF971,新北市私立莒光幼兒園,新北市,板橋區,私立,獨立幼兒園,松江街60巷9號及11號1樓,(02)22522821,,53,,,,,無,官方主檔
KEF70F30B6A,新北市私立菩提幼兒園,新北市,板橋區,私立,獨立幼兒園,金門街251號1樓及2樓,(02)26842525,,49,,,,,無,官方主檔
K2565003580,新北市私立菲蒙思幼兒園,新北市,板橋區,私立,獨立幼兒園,國慶路126巷1號及3號1樓,(02)29564720,,32,,,,,無,官方主檔
K8A6C80DB91,新北市私立葳肯幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路213號2樓,(02)22728080,,37,,,,,無,官方主檔
KAC7623D6EE,新北市私立薇吉妮亞幼兒園,新北市,板橋區,私立,獨立幼兒園,和平路6巷1號1至3樓,(02)29649377,新北市板橋區和平路6巷1號,97,,,,,無,官方主檔
K42ED90D2AC,新北市私立藍天幼兒園,新北市,板橋區,私立,獨立幼兒園,金門街369巷57弄19、21、23、25號1樓,(02)26855172,,77,,,,,無,官方主檔
KE3D47E4A5F,新北市私立蘇格拉底幼兒園,新北市,板橋區,私立,獨立幼兒園,莒光路211號2、3樓,(02)82585511,,100,,,,,無,官方主檔
KEF465F386C,新北市私立諾亞幼兒園,新北市,板橋區,私立,獨立幼兒園,中正路162號2樓及建國街1號1樓、夾層及2樓,(02)29672384,noah29672384@yahoo.com.tw,81,,,,,無,官方主檔
KCDB1C9AD5C,新北市私立道安幼兒園,新北市,板橋區,私立,獨立幼兒園,大明街15巷15、17、19號1樓及15巷15號2樓、15巷17之1號2樓、15巷19之1號2樓,(02)29520475,,70,,,,,無,官方主檔
KF077B0B9E0,新北市私立遠東幼兒園,新北市,板橋區,私立,獨立幼兒園,成功路33號1樓,(02)29541784,,37,,,,,無,官方主檔
K3AB6B5DE76,新北市私立雅森幼兒園,新北市,板橋區,私立,獨立幼兒園,英士路39號2樓,(02)22589338,,80,,,,,無,官方主檔
KD3BFAADB94,新北市私立雙成幼兒園,新北市,板橋區,私立,獨立幼兒園,縣民大道三段133巷22號1樓,(02)22535056,http：//shanchen.pckids.com.tw/,40,,,,,無,官方主檔
K3052C2820B,新北市私立雨農幼兒園,新北市,板橋區,私立,獨立幼兒園,雨農路27巷2號2樓,(02)22519395,,168,,,,,無,官方主檔
K6A867D1257,新北市私立靜立幼兒園,新北市,板橋區,私立,獨立幼兒園,四維路289巷38號、40號及42號,(02)22568628,,41,,,,,無,官方主檔
K51932066C9,新北市私立鴻園幼兒園,新北市,板橋區,私立,獨立幼兒園,長安街331巷77、79號1、2樓,(02)66375979,,50,,,,,無,官方主檔
K900768BA2B,新北市私立鹿兒堡幼兒園,新北市,板橋區,私立,獨立幼兒園,重慶路269巷18號1樓,(02)29648439,,35,,,,,無,官方主檔
K421A87AD6B,新北市立忠孝國民中學附設幼兒園,新北市,板橋區,公立,國中附設幼兒園,重慶路168號,(02)29631350#601,https://reurl.cc/aE448l,120,,,,,無,官方主檔
KFA38645368,新北市立新埔國民中學附設幼兒園,新北市,板橋區,公立,國中附設幼兒園,新海路181號,(02)22572275#288,https://www.hpjh.ntpc.edu.tw/,240,,,,,無,官方主檔
KDE97DCCEFF,新北市立板橋幼兒園,新北市,板橋區,公立,獨立幼兒園,中正路375巷48號,02-29682497,https://29688299.blogspot.com/,126,,,,,無,官方主檔
K1287B21A87,新北市立板橋幼兒園和平分班,新北市,板橋區,公立,獨立幼兒園,重慶路355號,02-29646945,,93,,,,,無,官方主檔
K0998CD9003,新北市立板橋幼兒園新民分班,新北市,板橋區,公立,獨立幼兒園,懷德街235巷2號,(02)22558468,,93,,,,,無,官方主檔
K96492F8FC3,新北市立江翠國民中學附設幼兒園,新北市,板橋區,公立,國中附設幼兒園,松江街63-2號,(02)22518007#280,http://www.ctjh.ntpc.edu.tw,210,,,,,無,官方主檔
K3C2BF4AB40,新北市立溪崑國民中學附設幼兒園,新北市,板橋區,公立,國中附設幼兒園,大觀路三段50巷30號,(02)26869727#500,http://www.ckjhs.ntpc.edu.tw/,136,,,,,無,官方主檔
K9A15397C62,新北市立重慶國民中學附設幼兒園,新北市,板橋區,公立,國中附設幼兒園,國慶路221號,(02)29543001#602,http://tw.class.uschoolnet.com/class/?csid=css000000160567,180,,,,,無,官方主檔
KBD1D2CF7BD,新北市翠中非營利幼兒園(委託財團法人三之三生命教育基金會辦理),新北市,板橋區,非營利,獨立幼兒園,松江街63號,(02)22550302,http://www.3-3life.org.tw/index.php?m=Yzy&a=sList&eId=84&sId=1,90,82,11,8,,無,官方主檔＋決算報告
KFF6D219D9A,財團法人台北市中華基督教青年會附設新北市私立板新幼兒園,新北市,板橋區,私立,法人公司附設幼兒園,板新路27號1、2、3樓,(02)29637400,新北市板橋區板新路27號1~3樓,94,,,,,無,官方主檔
K31951E7267,財團法人新北市大觀書社附設新北市私立大觀幼兒園,新北市,板橋區,私立,法人公司附設幼兒園,西門街5號,(02)29685028,,360,,,,,無,官方主檔
K8EB02CC372,陽光森林文教股份有限公司臺北縣分公司附設新北市私立陽光小子幼兒園,新北市,板橋區,私立,法人公司附設幼兒園,三民路二段215號1、2樓,(02)29555576,,62,,,,,無,官方主檔
K8DB33B017D,台電公司林口發電廠職場互助教保服務中心(委託社團法人台灣公共托育協會辦理),新北市,林口區,私立,職場互助教保服務中心,台電新村5號,(02)26011506,,40,,,,,無,官方主檔
KD5B759CDB2,嘉聲文教事業股份有限公司附設新北市私立佳呈幼兒園,新北市,林口區,私立,法人公司附設幼兒園,文化三路2段257號1、2、3樓,(02)26030188,,104,,,,,無,官方主檔
K38AF933432,嘉聲文教事業股份有限公司附設新北市私立嘉聲幼兒園,新北市,林口區,私立,法人公司附設幼兒園,三民路111號,(02)26002123,,121,,,,,無,官方主檔
KFF68330EB1,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,新北市,林口區,私立,法人公司附設幼兒園,公園路138號1樓、2樓、2樓之1,(02)26008800,,65,,,,,無,官方主檔
K506842339C,新北市佳林非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),新北市,林口區,非營利,獨立幼兒園,中山路268號,(02)26010233,,90,76,10,8,,無,官方主檔＋決算報告
KF3442B4BCB,新北市文仁非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),新北市,林口區,非營利,獨立幼兒園,民治路3號、3之1號、3之2號、3之3號、3之5號,(02)26010137,,90,80,10,7,,無,官方主檔＋決算報告
KEF0B2D1C01,新北市文創非營利幼兒園(委託財團法人三之三生命教育基金會辦理),新北市,林口區,非營利,獨立幼兒園,文化一路一段201號、201-1號、201-2號、201-3號,(02)26013380,,90,71,11,8,,無,官方主檔＋決算報告
K04C4165414,新北市新林非營利幼兒園(委託明新學校財團法人明新科技大學辦理),新北市,林口區,非營利,獨立幼兒園,三民路101號1樓,(02)26099522,,136,,,,,無,官方主檔
K39DA25503E,新北市東湖非營利幼兒園(委託社團法人新北市巧湖溫馨關懷發展協會辦理),新北市,林口區,非營利,獨立幼兒園,四維路201號1樓,(02)26010201,,242,228,29,21,,無,官方主檔＋決算報告
K6F5776BABE,新北市林口區南勢國民小學附設幼兒園,新北市,林口區,公立,國小附設幼兒園,南勢五街2號,(02)26091020#711,https://www.nses.ntpc.edu.tw/,60,,,,,無,官方主檔
K750208392A,新北市林口區嘉寶國民小學附設幼兒園,新北市,林口區,公立,國小附設幼兒園,嘉寶里22號,(02)26052716#860,https://www.jbes.ntpc.edu.tw/,30,,,,,無,官方主檔
